colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
Bali (Medium Rose Pink) ,#EB9A96,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/460/original/data?1514063326,cargo cosmetics,powder,2016-10-01 18:35:18.593,,"Cargo Cosmetics Swimmables Water Resistant Blush is a sweatproof, weatherproof blush has been tested by the make-up 
artists for Dancing With The Stars on the latest live tour.It's longwearing formula 
withstands moisture so you don’t have to fuss with re-application. 
Specially formulated with a unique silicone-coated powder that provides 
better adhesion to the skin and withstands water.  


Features:
Silicone coated pigments provide better adhesion to skin and withstand waterL-lysine , an amino acid found naturally in the skin, increases the 
long wearing and water resistant properties because of its natural 
affinity to skinShade Range: Ingredients: Talc, Octyldodecyl Stearate, Lauroyl Lysine, Dimethicone, Zinc Stearate,
 Methicone, Sodium Benzoate, Sodium Dehydroacetate, Benzethonium 
Chloride, Tocopheryl Acetate. May Contain: (+/-): Mica (CI 77019), 
Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499),
 Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007), Manganese 
Violet (CI 77742), Red 7 Lake (CI 15850:1), Red 30 Lake (CI 73360), Red 
27 Lake (CI 45410), Yellow 5 Lake (CI 19140).",460,"https://d3t32hsnjxo7q6.cloudfront.net/i/0909a58a190eceee8bd042d9fc80b047_ra,w158,h184_pa,w158,h184.jpg",Cargo Cosmetics Swimmables Water Resistant Blush,29.0,,http://makeup-api.herokuapp.com/api/v1/products/460.json,https://well.ca/products/cargo-cosmetics-swimmables-water_87611.html,blush,5.0,[],2017-12-23 21:08:46.309,https://well.ca,71.33722730804723
Medium Nude ,#E89890,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/439/original/open-uri20171223-4-1max36x?1514063325,maybelline,powder,2016-10-01 18:34:46.302,,"Maybelline Fit Me Blush has lightweight pigments blend easily and wear evenly. It provides a natural, fade-proof cheek color that leaves skin the way it was meant to be...fresh, breathing, and natural.

For Best Results: For soft, natural look, brush along cheekbone, sweeping upward.",439,"https://d3t32hsnjxo7q6.cloudfront.net/i/53d5f825461117c0d96946e1029510b0_ra,w158,h184_pa,w158,h184.png",Maybelline Fit Me Blush,10.29,,http://makeup-api.herokuapp.com/api/v1/products/439.json,https://well.ca/products/maybelline-fit-me-blush_31269.html,blush,4.8,[],2017-12-23 21:08:45.097,https://well.ca,71.42828571371429
Baby Pink (300) ,#FFA8AC,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/421/original/data?1514063321,anna sui,cream,2016-10-01 18:34:26.479,,This Anna Sui Cream Cheek Colour is an oil-based gel formula that blends colour into the skin while promoting radiance in the cheeks.  Its pore smoothing powder creates a soft focus effect that leaves skin looking smooth and poreless.Directions: Apply with the unique sponge by dabbing the colour onto your cheeks and blending.,421,"https://d3t32hsnjxo7q6.cloudfront.net/i/3fd71730443a4f57b798668c24d0ad19_ra,w158,h184_pa,w158,h184.jpg",Anna Sui Cream Cheek Colour,27.0,,http://makeup-api.herokuapp.com/api/v1/products/421.json,https://well.ca/products/anna-suicream-cheek-colour_115150.html,blush,,[],2017-12-23 21:08:41.639,https://well.ca,71.7007670809734
Bright Lights,#F08F75,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,72.56721022610694
Bright Lights,#F08F75,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,72.56721022610694
Light Rose ,#FFAAAF,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/439/original/open-uri20171223-4-1max36x?1514063325,maybelline,powder,2016-10-01 18:34:46.302,,"Maybelline Fit Me Blush has lightweight pigments blend easily and wear evenly. It provides a natural, fade-proof cheek color that leaves skin the way it was meant to be...fresh, breathing, and natural.

For Best Results: For soft, natural look, brush along cheekbone, sweeping upward.",439,"https://d3t32hsnjxo7q6.cloudfront.net/i/53d5f825461117c0d96946e1029510b0_ra,w158,h184_pa,w158,h184.png",Maybelline Fit Me Blush,10.29,,http://makeup-api.herokuapp.com/api/v1/products/439.json,https://well.ca/products/maybelline-fit-me-blush_31269.html,blush,4.8,[],2017-12-23 21:08:45.097,https://well.ca,72.80109889280519
Classy Coral ,#f58f83,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/453/original/data?1514062280,revlon,powder,2016-10-01 18:35:08.531,,"Revlon Powder Blush is an ultra-soft, silky powder blush adds a natural flush of color to your 
cheeks and looks freshly applied all day. Enhance your complexion 
instantly.Features:Provides a natural flush of colour with a soft satin finishEnhances cheekbones instantlyEasy to blend, buildable colourAvailable in 9 amazing shades ",453,"https://d3t32hsnjxo7q6.cloudfront.net/i/dd6ee943412a416ecfe9e4a1b2bed107_ra,w158,h184_pa,w158,h184.jpg",Revlon Powder Blush ,13.49,,http://makeup-api.herokuapp.com/api/v1/products/453.json,https://well.ca/products/revlon-powder-blush_100975.html,blush,5.0,[],2017-12-23 20:51:20.125,https://well.ca,73.05477397131553
Amber,#F58F83,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,73.05477397131553
Amber,#F58F83,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,73.05477397131553
Plush,#FE979B,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/881/original/open-uri20171224-4-xaiokt?1514082636,nyx,,2017-12-24 02:27:11.306,USD,"Indulge your cravings with our Whipped Lip & Cheek Soufflé. Our two-in-one mousse can be used to precisely line lips and on the apples of your cheeks for a soft, natural flush. Achieve a delicious wash of color with a matte finish using this creamy and multipurpose formula.",881,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwcffa1f2c/ProductImages/Lips/Whipped_Lip_And_Cheek_Souffle/whippedlipandcheeksouffle_main.jpg?sw=390&sh=390&sm=fit,Whipped Lip & Cheek Soufflé,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/881.json,https://www.nyxcosmetics.com/whipped-lip-and-cheek-souffle/NYX_233.html?cgid=blush,blush,,[],2017-12-24 02:30:36.924,https://www.nyxcosmetics.com,73.57988855658861
Precious Posy,#f59494,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/777/original/open-uri20171223-4-v4q2w6?1514072605,clinique,,2017-12-23 17:09:12.709,USD,"Silky formula sweeps effortlessly over cheekbones to create a natural look. Fresh, jet-milled colour builds and blends beautifully to desired intensity with custom sculpting brush. Long-wearing, colour-true. Oil-free.",777,https://www.clinique.com/media/export/cms/products/181x209/clq_6FLK_181x209.png,Blushing Blush&trade; Powder Blush,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/777.json,https://www.clinique.com/product/1593/5265/makeup/blushers/blushing-blush-powder-blush,blush,,[],2017-12-23 23:43:25.653,https://www.clinique.com,73.60027173862879
Defining Nudes,"#facebe,#e3a99f,#bf6f5c",//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/778/original/data?1514072606,clinique,,2017-12-23 17:09:13.451,USD,"Versatile cheek sculpting compact with natural-looking shades that blend and build beautifully. Use each separately to colour, contour, highlight. Or swirl them together for a quick easy glow. Use mid-toned shade as a blush, deep-toned shade to contour, lightest shade to highlight. For a quick, easy glow swirl brush over entire palette and dust over apples of cheeks. Long-wearing, oil-free. ",778,https://www.clinique.com/media/export/cms/products/181x209/clq_ZAMN_181x209.png,Sculptionary&trade; Cheek Contouring Palette,34.0,$,http://makeup-api.herokuapp.com/api/v1/products/778.json,https://www.clinique.com/product/1593/34892/makeup/blushers/sculptionary-cheek-contouring-palette,blush,,[],2017-12-23 23:43:26.248,https://www.clinique.com,73.60706487831179
Oh Baby Pink ,#f5989d,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/453/original/data?1514062280,revlon,powder,2016-10-01 18:35:08.531,,"Revlon Powder Blush is an ultra-soft, silky powder blush adds a natural flush of color to your 
cheeks and looks freshly applied all day. Enhance your complexion 
instantly.Features:Provides a natural flush of colour with a soft satin finishEnhances cheekbones instantlyEasy to blend, buildable colourAvailable in 9 amazing shades ",453,"https://d3t32hsnjxo7q6.cloudfront.net/i/dd6ee943412a416ecfe9e4a1b2bed107_ra,w158,h184_pa,w158,h184.jpg",Revlon Powder Blush ,13.49,,http://makeup-api.herokuapp.com/api/v1/products/453.json,https://well.ca/products/revlon-powder-blush_100975.html,blush,5.0,[],2017-12-23 20:51:20.125,https://well.ca,74.45804187594514
Flashy - Matte Coral ,#E4958E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/459/original/data?1514063321,mineral fusion,powder,2016-10-01 18:35:16.184,,"Mineral Fusion Blush features luxuriously silky, triple-milled minerals that offer a natural flush of color to brighten the complexion and create a healthy, youthful glow. Includes a powerful blend of Pomegranate, White Tea, Red Tea and Sea Kelp, plus Vitamins C and E that defend skin against free radical damage for a healthy radiance. Free of Gluten, Parabens, Artificial Colors, Fragrances and Talc. Never-tested on animals. Hypo-allergenic.Ingredients: Mica, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Titanium Dioxide (CI 77891), Caprylic/Capric Triglyceride, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Extract, Lauroyl Lysine, Sambucus Nigra Fruit (Elderberry), Phenoxyethanol. MAY CONTAIN (+/-): Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Ultramarine (CI 77007), Manganese Violet (CI 77742). ",459,"https://d3t32hsnjxo7q6.cloudfront.net/i/f1c6dea6717aeaa8796a5f62992d8979_ra,w158,h184_pa,w158,h184.jpeg",Mineral Fusion Blush,32.0,,http://makeup-api.herokuapp.com/api/v1/products/459.json,https://well.ca/products/mineral-fusion-blush_91619.html,blush,5.0,"[Gluten Free, Natural]",2017-12-23 21:08:41.903,https://well.ca,74.69270379361026
001 Pink Shape,#DA9A8E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/685/original/open-uri20171223-4-1p1tlsw?1514062728,dior,,2017-12-03 23:22:35.267,GBP,"The first contouring blush by Dior, Diorblush Sculpt allows you to easily redefine the face’s structure and volumes with the precision of a makeup artist thanks to its two contrasting shades.",685,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0716250.jpg,Diorblush Sculpt,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/685.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0716250_f071625001-professional-contouring-powder-blush.html,blush,,[],2017-12-23 20:58:48.814,https://www.dior.com,74.79304780526061
Chiffon,#E2C2B7,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,74.81310045707235
829 Miss Pink,#F09BA1,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,dior,,2017-12-03 23:22:32.065,GBP,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,684,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,Diorblush,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/684.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,blush,,[],2017-12-23 20:58:48.374,https://www.dior.com,75.11324783285569
Coral ,#F3A0A8,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/418/original/data?1514063321,marcelle,cream,2016-10-01 18:34:23.030,,"
        Marcelle’s Cream Blushes beautifully blend for 
a flawless application. The richly pigmented shades provide a veil of 
colour for a healthy glow.Compact includes a handy sponge applicator.    ",418,"https://d3t32hsnjxo7q6.cloudfront.net/i/8d1dc771f1dbdf2fe5e3cb378c44f1fb_ra,w158,h184_pa,w158,h184.jpeg",Marcelle Cream Blush,14.99,,http://makeup-api.herokuapp.com/api/v1/products/418.json,https://well.ca/products/marcelle-cream-blush_94562.html,blush,5.0,[Canadian],2017-12-23 21:08:41.237,https://well.ca,75.23961722390672
Natural (7859C) ,#e19792,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/444/original/open-uri20171223-4-20adlg?1514063325,physicians formula,powder,2016-10-01 18:34:53.304,,"Physicians Formula Mineral Wear Airbrushing Blush is an ultra-fine mineral blush delivers a radiant pop of color with a flawless airbrushed finish.Directions: Buff on blush over cheekbones to define and contour or apply right below
 cheekbones for amore defined and dramatic look. For the most even 
application, be sure to tap excess powder from brush before applying.Ingredients: Mica, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Tricaprylin, 
Magnesium Silicate, Camellia Oleifera Leaf Extract, Chamomilla Recutita 
(Matricaria) Flower Extract, Ginkgo Biloba Leaf Extract, Panax Ginseng 
Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Tocopheryl 
Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Chlorphenesin, Potassium
 Sorbate, Sodium Dehydroacetate, May Contain: Iron Oxides, Titanium 
Dioxide, Zinc OxideHypoallergenic. Fragrance-Free. Paraben-Free. Gluten Free.  Dermatologist approved. Non-Comedogenic.",444,"https://d3t32hsnjxo7q6.cloudfront.net/i/e096eb4264561b76a90a9a2bfb6cfca2_ra,w158,h184_pa,w158,h184.jpeg",Physicians Formula Mineral Wear Airbrushing Blush,15.49,,http://makeup-api.herokuapp.com/api/v1/products/444.json,https://well.ca/products/physicians-formula-mineral-wear_70987.html,blush,4.8,[Gluten Free],2017-12-23 21:08:45.797,https://well.ca,75.56454194925024
